Price,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
Date,,,,,
2020-01-01,308.6025695800781,309.98664444171567,306.4803045634555,308.8332487236844,17379320
2020-01-02,313.0777587890625,313.5852698593665,307.58761142923834,308.64872998121456,20324236
2020-01-03,307.9105224609375,311.83206777885346,306.3418930701414,311.83206777885346,21853208
2020-01-06,294.3465881347656,306.06509992915284,293.14706784800325,306.06509992915284,35645325
2020-01-07,293.79296875,301.72833738333424,291.02481886574924,299.3754212453518,50966826
2020-01-08,295.08477783203125,296.65340742418846,286.9648824538806,287.9798764159189,44527485
2020-01-09,304.6810302734375,305.7882732895965,299.88289272618823,301.63604862108,40348407
2020-01-10,306.57257080078125,311.8320663490293,302.7433027867774,305.41917512432985,42377838
2020-01-13,305.1885070800781,309.5252862447705,303.6198776394681,308.18733594783396,23615129
2020-01-14,302.6510314941406,306.0650940276739,301.26695665499057,304.31191003749075,26296117
2020-01-15,299.19085693359375,303.75831535781407,297.4377010290209,303.5737607745639,32625740
2020-01-16,298.3143005371094,301.63608631888707,297.4377365596503,298.96021349656695,26653623
2020-01-17,293.4238586425781,298.4987995939435,286.13440363515906,288.8102759595187,58396326
2020-01-20,289.7330017089844,296.60725138895805,289.1793661375981,296.19201767064965,30682902
2020-01-21,289.4561767578125,292.45500537705414,287.88754744719546,289.54842588037707,30591772
2020-01-22,291.7168273925781,292.5011420804446,289.4561887735207,292.5011420804446,24994911
2020-01-23,298.2220153808594,299.69833940863447,289.8714132834927,291.578444619568,33293610
2020-01-24,299.0063171386719,302.0051462308104,296.33044450365605,298.49883424824856,22706879
2020-01-27,291.76300048828125,297.114745510239,291.3938913206351,296.099751617364,23309355
2020-01-28,290.7480163574219,295.2693222221329,287.01099710260183,293.3777643902781,26488426
2020-01-29,291.9936828613281,294.99251184755826,291.1632153840342,293.2854804851197,23914114
2020-01-30,286.6880798339844,292.2705044083018,282.0283437680185,292.2705044083018,35802330
2020-01-31,293.8390808105469,296.8379094367911,284.75031764996123,289.4561774337283,92656638
2020-02-03,275.06182861328125,283.1355989959979,272.5243579215703,279.5831343957873,56060158
2020-02-04,282.5820007324219,283.78152122700095,274.13914821990596,279.4908940313696,51141567
2020-02-05,286.9648742675781,289.41006772518097,281.059493419289,283.18173042194576,35014841
2020-02-06,297.0686340332031,298.4988335640833,286.1344361981902,287.1494301357877,57757656
2020-02-07,295.7767639160156,299.88286361997996,293.79292906542116,296.6533558579186,37126803
2020-02-10,293.88525390625,297.85292424951655,292.03982060071627,295.0847742912159,24816396
2020-02-11,299.28314208984375,300.62106429679994,296.23816034065493,296.23816034065493,30188757
2020-02-12,295.4538269042969,304.4041598268251,294.5772349883925,304.4041598268251,38930849
2020-02-13,302.1435546875,305.3730627100486,297.11473807447277,297.11473807447277,62516057
2020-02-14,294.7156982421875,306.24965659668044,293.9313834422664,302.7433445205458,48205947
2020-02-17,289.9175720214844,296.3304356074742,287.56462775515206,296.14590917971327,36950692
2020-02-18,293.0086669921875,294.5311720233772,285.4885317712715,291.02483178555246,38588583
2020-02-19,295.59228515625,298.9601953048752,292.7318579026903,297.39156573254576,39846727
2020-02-20,302.3280944824219,303.7583221368394,294.1159222078837,294.66955781091383,40150409
2020-02-24,297.9913635253906,305.69602528791177,296.9763695440226,300.57495896971074,45273936
2020-02-25,301.5437927246094,302.78946584536044,297.29931862290607,300.7133533638012,39050709
2020-02-26,302.8356018066406,305.2346424585748,299.1447353771097,299.7444955400933,43915281
2020-02-27,297.0686340332031,304.4964917346136,293.4238920351731,302.6510584513735,47010040
2020-02-28,279.5831298828125,290.3327726441814,277.8299739741084,287.8875792852723,59705346
2020-03-02,265.188720703125,287.88755259742925,262.0976147469469,286.9648360826939,66711413
2020-03-03,267.44940185546875,271.64775096036607,263.2510245914966,270.35595340186495,61949382
2020-03-04,263.2510070800781,270.3559354178277,253.83931564357022,269.24866435043947,73675736
2020-03-05,266.2037353515625,275.3386239311182,249.13347849193025,268.41824952856456,149245973
2020-03-06,249.5948486328125,253.19343786113748,234.32388557707839,247.28805705579944,106043172
2020-03-09,233.86251831054688,242.44378546449363,231.7402673250167,239.95243939304547,101286241
2020-03-11,226.15785217285156,238.52224941190474,224.3124189085428,233.4473079350557,90845604
2020-03-12,196.1695556640625,213.97797485961541,192.47868924765146,213.97797485961541,99767083
